ordem_atributo,tema,campo,ano,indicador,unidade,multiplicador,fonte,codigo_indicador,url_fonte,definicao,nota,municipios_com_valor
1220,07_trabalho,trabalho_V07000136_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1221,07_trabalho,trabalho_V07000137_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,"Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Agricultura, pecuária, produção florestal, pesca e aquicultura",Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1222,07_trabalho,trabalho_V07000138_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Indústrias extrativas,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1223,07_trabalho,trabalho_V07000139_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Indústrias de transformação,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1224,07_trabalho,trabalho_V07000140_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Eletricidade e gás,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1225,07_trabalho,trabalho_V07000141_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,"Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Água, esgoto, atividades de gestão de resíduos e descontaminação",Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1226,07_trabalho,trabalho_V07000142_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Comércio; reparação de veículos automotores e motocicletas,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1227,07_trabalho,trabalho_V07000143_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,"Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Transporte, armazenagem e correio",Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1228,07_trabalho,trabalho_V07000144_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Informação e comunicação,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1229,07_trabalho,trabalho_V07000145_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,"Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Atividades financeiras, de seguros e serviços relacionados",Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1230,07_trabalho,trabalho_V07000146_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,"Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Atividades profissionais, científicas e técnicas",Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1231,07_trabalho,trabalho_V07000147_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Atividades administrativas e serviços complementares,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1232,07_trabalho,trabalho_V07000148_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Saúde humana e serviços sociais,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1233,07_trabalho,trabalho_V07000149_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,"Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Artes, cultura, esporte e recreação",Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1234,07_trabalho,trabalho_V07000150_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Outras atividades de serviços,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1235,07_trabalho,trabalho_V07000151_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Total | Seção de atividade do trabalho principal: Atividades imobiliárias,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1236,07_trabalho,trabalho_V07000152_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,"Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor privado, exclusive trabalhador doméstico | Seção de atividade do trabalho principal: Total",Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1237,07_trabalho,trabalho_V07000153_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,"Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada | Seção de atividade do trabalho principal: Total",Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1238,07_trabalho,trabalho_V07000154_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,"Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada | Seção de atividade do trabalho principal: Total",Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1239,07_trabalho,trabalho_V07000155_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Trabalhador doméstico | Seção de atividade do trabalho principal: Total,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1240,07_trabalho,trabalho_V07000156_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor público | Seção de atividade do trabalho principal: Total,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1241,07_trabalho,trabalho_V07000157_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Trabalhador familiar auxiliar | Seção de atividade do trabalho principal: Total,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1242,07_trabalho,trabalho_V07000158_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Empregador com CNPJ | Seção de atividade do trabalho principal: Total,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1243,07_trabalho,trabalho_V07000159_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Empregador sem CNPJ | Seção de atividade do trabalho principal: Total,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1244,07_trabalho,trabalho_V07000160_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Conta própria com CNPJ | Seção de atividade do trabalho principal: Total,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1245,07_trabalho,trabalho_V07000161_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Conta própria sem CNPJ | Seção de atividade do trabalho principal: Total,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1246,07_trabalho,trabalho_V07000162_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10262,Posição na ocupação e categoria do emprego no trabalho principal: Trabalhador doméstico (inclusive diarista) - com carteira de trabalho assinada | Seção de atividade do trabalho principal: Total,Tabela 10262; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
