ordem_atributo,campo,tabela,variavel_id,variavel,unidade,categorias,categorias_ids,fonte,tema,campo_original,municipios_com_registro,valores_numericos,divulgacao,fonte_divulgacao,camada_anterior
4901,migracao_V13000659,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Chipre,"[[""2"", ""6794""], [""2084"", ""78096""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000659,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4902,migracao_V13000660,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Cingapura,"[[""2"", ""6794""], [""2084"", ""78097""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000660,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4903,migracao_V13000661,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Colômbia,"[[""2"", ""6794""], [""2084"", ""78098""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000661,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4904,migracao_V13000662,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Comores,"[[""2"", ""6794""], [""2084"", ""78099""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000662,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4905,migracao_V13000663,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Congo,"[[""2"", ""6794""], [""2084"", ""78109""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000663,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4906,migracao_V13000664,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Coreia do Norte,"[[""2"", ""6794""], [""2084"", ""78110""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000664,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4907,migracao_V13000665,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Coreia do Sul,"[[""2"", ""6794""], [""2084"", ""78111""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000665,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4908,migracao_V13000666,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Costa do Marfim,"[[""2"", ""6794""], [""2084"", ""78112""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000666,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4909,migracao_V13000667,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Costa Rica,"[[""2"", ""6794""], [""2084"", ""78113""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000667,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4910,migracao_V13000668,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Croácia,"[[""2"", ""6794""], [""2084"", ""78114""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000668,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4911,migracao_V13000669,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Cuba,"[[""2"", ""6794""], [""2084"", ""78115""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000669,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4912,migracao_V13000670,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Dinamarca,"[[""2"", ""6794""], [""2084"", ""78116""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000670,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4913,migracao_V13000671,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Djibuti,"[[""2"", ""6794""], [""2084"", ""78117""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000671,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4914,migracao_V13000672,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Dominica,"[[""2"", ""6794""], [""2084"", ""78118""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000672,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4915,migracao_V13000673,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Egito,"[[""2"", ""6794""], [""2084"", ""78119""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000673,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4916,migracao_V13000674,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: El Salvador,"[[""2"", ""6794""], [""2084"", ""78120""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000674,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4917,migracao_V13000675,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Emirados Árabes Unidos,"[[""2"", ""6794""], [""2084"", ""78121""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000675,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4918,migracao_V13000676,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Equador,"[[""2"", ""6794""], [""2084"", ""78122""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000676,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4919,migracao_V13000677,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Eritréia,"[[""2"", ""6794""], [""2084"", ""78123""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000677,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4920,migracao_V13000678,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Eslováquia,"[[""2"", ""6794""], [""2084"", ""78124""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000678,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4921,migracao_V13000679,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Eslovênia,"[[""2"", ""6794""], [""2084"", ""78125""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000679,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4922,migracao_V13000680,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Espanha,"[[""2"", ""6794""], [""2084"", ""78126""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000680,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4923,migracao_V13000681,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Estado da Palestina,"[[""2"", ""6794""], [""2084"", ""78127""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000681,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4924,migracao_V13000682,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Estados Unidos,"[[""2"", ""6794""], [""2084"", ""78128""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000682,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4925,migracao_V13000683,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Estônia,"[[""2"", ""6794""], [""2084"", ""78129""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000683,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4926,migracao_V13000684,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Etiópia,"[[""2"", ""6794""], [""2084"", ""78130""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000684,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4927,migracao_V13000685,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Federação dos Estados da Micronésia,"[[""2"", ""6794""], [""2084"", ""78131""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000685,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4928,migracao_V13000686,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Fiji,"[[""2"", ""6794""], [""2084"", ""78132""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000686,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4929,migracao_V13000687,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Filipinas,"[[""2"", ""6794""], [""2084"", ""78133""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000687,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
