tabela,variavel_id,variavel,unidade,categorias,categorias_ids,fonte,tema,campo,municipios_com_registro,valores_numericos,divulgacao,fonte_divulgacao,camada
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 65 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6618""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000227,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 66 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6619""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000228,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 67 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6620""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000229,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 68 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6621""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000230,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 69 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6622""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000231,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 70 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6623""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000232,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 71 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6624""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000233,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 72 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6625""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000234,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 73 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6626""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000235,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 74 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6627""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000236,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 75 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6628""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000237,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 76 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6629""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000238,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 77 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6630""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000239,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 78 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6631""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000240,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 79 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6632""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000241,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 80 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6633""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000242,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 81 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6634""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000243,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 82 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6635""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000244,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 83 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6636""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000245,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 84 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6637""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000246,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 85 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6638""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000247,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 86 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6639""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000248,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 87 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6640""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000249,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 88 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6641""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000250,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 89 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6642""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000251,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 90 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6643""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000252,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 91 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6644""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000253,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 92 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6645""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000254,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 93 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6646""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000255,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 94 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6647""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000256,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 95 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6648""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000257,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 96 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6649""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000258,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 97 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6650""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000259,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 98 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6651""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000260,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 99 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6652""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000261,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 100 anos ou mais,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6653""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000262,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 26 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6656""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000263,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 27 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6657""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000264,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 28 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6658""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000265,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 29 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""6659""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000266,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 0 a 4 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93070""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000267,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: Menos de 1 mês,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93071""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000268,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 1 mês,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93072""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000269,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 2 meses,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93073""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000270,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 3 meses,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93074""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000271,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 4 meses,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93075""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000272,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 5 meses,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93076""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000273,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 6 meses,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93077""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000274,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 7 meses,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93078""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000275,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 8 meses,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93079""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000276,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 9 meses,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93080""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000277,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 10 meses,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93081""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000278,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 11 meses,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93082""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000279,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 5 a 9 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93084""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000280,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 10 a 14 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93085""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000281,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 15 a 19 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93086""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000282,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 20 a 24 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93087""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000283,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 25 a 29 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93088""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000284,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 30 a 34 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93089""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000285,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 35 a 39 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93090""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000286,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 40 a 44 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93091""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000287,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 45 a 49 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93092""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000288,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 50 a 54 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93093""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000289,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 55 a 59 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93094""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000290,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
9606,93,População residente,Pessoas,Cor ou raça: Total | Sexo: Total | Idade: 60 a 64 anos,"[[""86"", ""95251""], [""2"", ""6794""], [""287"", ""93095""]]",https://sidra.ibge.gov.br/tabela/9606,02_cor_raca,V02000291,645,645,Censo Demográfico | População por Cor ou Raça - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-cor-ou-raca,02_cor_raca_02
